Problem ID,Problem,Short Answer,Category,Subcategory,Source
imo-bench-algebra-072,"Let $x$ be a given real number. Define a sequence of real numbers $(a_n)$ recursively by
\[
    a_1 = x, \quad a_{n+1} = \sqrt{\frac{4n+6}{n+1}a_n + \frac{5n+7}{n+1}}
\]
for $n \ge 1$. Find all possible values of $x$ such that the sequence $(a_n)$ is well-defined and has a finite limit. ",$x\geq-\frac{6}{5}$  ,Algebra,Sequence,Vietnam 2017 (modified)
imo-bench-algebra-073,"Let $x, y, z$ be nonnegative real numbers with
\[
    (x^3 - 3x^2 + 3x) + (y^3 - 3y^2 + 3y) + (z^3 - 3z^2 + 3z) = 4.
\]
Find the maximal value of
\[
    x^2 + y^2 + z^2 - x - y - z.
\]
",4,Algebra,Inequality,Austria 2016 (modified)
imo-bench-algebra-074,"Find all integers $n \ge 3$ for which there exist distinct real numbers $a_1, \ldots, a_n$ such that the set
\[
    \left\{a_i + a_j : 1 \le i < j \le n\right\}
\]
contains all integers from 1 to $\frac{n(n-1)}{2}$.
","3, 4",Algebra,Sequence,Dutch 2015
imo-bench-algebra-075,"Find the largest possible positive integer $n$ such that there exist $n$ distinct positive real numbers $a_1, a_2, \dots, a_n$ satisfying
\[
3(a_i^2 + a_j^2) + 15a_i^2 a_j^2 \ge (4a_ia_j + 1)^2
\]
for any $1 \le i, j \le n$.
",3,Algebra,Inequality,Hong Kong TST 2015
imo-bench-algebra-076,"Find the smallest positive integer $n$ such that there exist real numbers $\theta_1, \ldots, \theta_n$ satisfying
\[
    \sum_{i=1}^n \sin\theta_i = 0, \quad \sum_{i=1}^n \cos^2 \theta_i = n - 2025.
\]
",2026,Algebra,Inequality,Hong Kong 2015
imo-bench-algebra-077,"Find the minimum value of $(ab-c^2)(bc-a^2)(ca-b^2)$ given that $a,b,c$ are real numbers satisfying $a^2+b^2+c^2=3$.
",$-\frac{27}{8}$,Algebra,Inequality,Korea 2016
imo-bench-algebra-078,"Let $x_1, \ldots, x_{2024}$ be positive real numbers such that $x_{i+1} \ge 2x_i$ for $i = 1,\ldots, 2023$. Find the maximal possible value of
\[
    \sum_{i=1}^{2023} \frac{x_{i} - x_{i-1}}{x_{i+1} - x_i}
\]
where $x_0 = 0$.
",1012,Algebra,Inequality,Romania 2016 (modified)
imo-bench-algebra-079,"Find all functions $g:\mathbb{Z}\rightarrow\mathbb{Z}$ satisfying
\[
g(g(m)g(n) - g(n) + 2m) - 1 = m - n + ng(m)
\]
for all integers $m, n$.
",$g(n)=n - 1$,Algebra,Functional Equation,Vietnam TST 2014
imo-bench-algebra-080,"Suppose that the polynomials $f(x)$ and $g(x)$ with integer coefficients satisfy the following conditions:

[Condition 1] Define integer sequences $(a_n)_{n \ge 1}$ and $(b_n)_{n \ge 1}$ by $a_1 = 2024$ and
\[
    b_n = f(a_n), \quad a_{n+1} = g(b_n)
\]
for $n \ge 1$. Then for any positive integer $k$, there exists some non-zero term of $(a_n)$ or $(b_n)$ that is divisible by $k$.

[Condition 2] $2025\le f(0), g(0) \le 10000$.

Find the maximum possible value of $f(0)-g(0)$",3988,Algebra,Polynomial,Vietnam TST 2014
imo-bench-algebra-081,"Find all positive integers $n$ such that there exists a polynomial $P$ of degree $n$ with integer coefficients and a positive leading coefficient and a nonzero polynomial $Q$ with integer coefficients satisfying
\[
    xP(x)^2 - (2x^2 - 1)P(x) = (x-1)x(x+1)(Q(x) - 1)(Q(x) + 1).
\]
",$n=4k+3$,Algebra,Polynomial,Bulgaria 2014
imo-bench-algebra-082,"Given an odd integer $n \ge 3$, for all non-zero complex numbers $x_1, \ldots, x_n$ satisfying $\sum_{i=1}^n |x_i|^2 = 1$, express the maximum value of the following expression as a function of $n$:
\[
    \min_{1 \le i \le n}{|x_{i+1} - x_i|^2}.
\]
Here, $x_{n + 1} = x_1$.
",$\frac{1}{n}4\cos^{2}\frac{\pi}{2n}$.,Algebra,Inequality,China TST 2014
imo-bench-algebra-083,"Show that there exists a sequence of positive integers $\{a_n\}_{n \ge 1}$ satisfying the following, and find the value of $a_{4096}$.
\[
    a_n = \begin{cases}
        1 & n = 1, 2, \\
        a_{a_{n-1}} + a_{n - a_{n-1}} & \text{otherwise.}
    \end{cases}
\]
",2048,Algebra,Sequence,China MO 2014
imo-bench-algebra-084,"Find all complex-coefficient polynomials $Q(x)$ that satisfy
\[
    (x^2 + x - 2)Q(x - 3) = (x^2 - 11x + 28)Q(x)
\]
for all real numbers $x \in \mathbb{R}$.
",$Q(x)=c(x-1)^2(x-4)(x+2)$,Algebra,Polynomial,Greece 2014
imo-bench-algebra-085,"Find the largest positive integer $n$ that satisfies the following condition:

There exist integers $t_1, \ldots, t_n, s_1, \ldots, s_n$ between 1 and 1000 (inclusive) such that for any non-negative real numbers $x_1, \ldots, x_{1000}$ satisfying $x_1 + \cdots + x_{1000} = 2014$, the following inequality holds:
\[
    \sum_{i=1}^n x_{t_i}x_{s_i} \le 2014 \cdot 1000
\]
",496503,Algebra,Inequality,Japan MO 2014
imo-bench-algebra-086,"Find all positive real numbers $k$ such that the following inequality holds for all non-negative real numbers $x, y, z$ satisfying $x + y + z = 3$:
\[
    \frac{x}{1 + yz + k(y - z)^2} + \frac{y}{1 + zx + k(z-x)^2} + \frac{z}{1 + xy + k(x - y)^2} \ge \frac{3}{2}
\]
",$0 < k \le \frac{4}{9}$,Algebra,Inequality,Japan TST 2014
imo-bench-algebra-087,"Find all positive integers $n$ for which there exist non-constant integer-coefficient polynomials $P(x)$ and $Q(x)$ such that $P(x)Q(x) = x^n - 729$.
","$n=2k, n=3k$",Algebra,Polynomial,Bulgaria 1998
imo-bench-algebra-088,"Find all real numbers $a$ such that
\[
a\lfloor 22a\lfloor 22a\lfloor 22a\rfloor\rfloor\rfloor= 4.
\]",$\frac{1}{7}$,Algebra,Equation,Czech and Slovak 1998
imo-bench-algebra-089,"Let $f(x) = \pi\sin x$. Find the number of solutions for the following equation.
\[
    f^{2025}(x) = 0, \quad 0 \le x \le \pi.
\]
Here, $f^{2025}$ means that $f$ is applied to itself 2025 times.
",$2^{2024}+1$,Algebra,Sequence,Turkey 1998
imo-bench-algebra-090,"Suppose that the function $g:\mathbb{N}\rightarrow\mathbb{N}-\{1\}$ satisfies
\[
g(n)+g(n+1)=g(n+2)g(n+3)-840.
\]
for all $n\in\mathbb{N}$. Find all the possible values of $\sum_{i=1}^{2025} g(i)$.","60750, 854130, 854970",Algebra,Functional Equation,Czech-Slovak Match 1998
imo-bench-algebra-091,"Find all integers $n \ge 3$ for which there exist positive integers $b_1, b_2, \ldots, b_n$ satisfying the following condition:

There exists a nonzero integer $d$ such that for any $1 \le i \le n-1$,
\[
    b_{i+2} - b_i = \frac{d}{b_{i+1}}
\]
where $b_{n+1} = b_1$.
",odd $n$,Algebra,Sequence,Iran 2011
imo-bench-algebra-092,"Find the smallest positive integer $n$ such that there exist real numbers $x_1, \ldots, x_n$ strictly between $-1$ and 1 satisfying
\[
    \sum_{i=1}^n x_i^2 + \left(\sum_{i=1}^n x_i\right)^2 = 20, \quad |x_1 + \ldots + x_n| < 1.
\]
",21,Algebra,Inequality,Iran 2012
imo-bench-algebra-093,"Find the maximum positive integer $n$ such that there exist distinct real numbers $a_1, \ldots, a_n$ between 0 and 1 satisfying
\[
    a_i^{[1 / a_j]} = a_j^{[1 / a_i]}
\]
for all $1 \le i, j\le n$, where $[x]$ is the greatest integer not exceeding $x$.
",4,Algebra,Sequence,Iran 2018
imo-bench-algebra-094,"A polynomial $P$ with integer coefficients is called a geometric polynomial if its degree is at least 2 and the set $\{P(k): k \in \mathbb{Z}\}$ contains an infinite geometric progression. Suppose that the leading coefficient and constant term of a geometric polynomial $Q$ are $64$ and $-486$, respectively. Find $Q(5)$.",33614,Algebra,Polynomial,Iran 2014
imo-bench-algebra-095,"Let $\{a_n\}_{n \ge 1}$ be the sequence of integers satisfying $a_1 = 0$ and
\[
    a_n = \max_{1 \le i \le n - 1} \left\{a_i + a_{n - i} + \min(i, n - i) \right\}
\]
for all $n \ge 2$. Determine $a_{2025}$.
",11059,Algebra,Sequence,Taiwan 2000
imo-bench-algebra-096,"Let $a_1, a_2, \ldots$ be a sequence of positive integers satisfying the following condition.

[Condition] For any positive integers $n$ and $k$ with $n \le \sum_{i=1}^k a_i$, there exist positive integers $b_1, \ldots, b_k$ such that
\[
    n = \sum_{i=1}^k \frac{a_i}{b_i}.
\]

Among all such sequences $a_1, a_2, \ldots$, find the maximum value of $a_{2025}$.
",$4\cdot3^{2023}$,Algebra,Inequality,Iran 2000
imo-bench-algebra-097,"Let $\{a_n\}_{n=1}^\infty$ be the sequence of positive integers defined recursively with $a_1=1$ and
\[
a_{n+1}=\begin{cases}
a_n+2 & \text{ if }n=a_{a_n-n+1}\\
a_n+1 & \text{ otherwise }
\end{cases}
\]
for all $n\geq1$. Find an explicit formula for $a_n$.
","$\lfloor\varphi n\rfloor$, where $\varphi = \frac{\sqrt{5}+1}{2}",Algebra,Sequence,Iran 2000
imo-bench-algebra-098,"Find all real numbers $a, b, c$ such that for any positive integer $n$ and positive real numbers $x_1, x_2, \dots, x_n$, we have
\[
\left(\frac{\sum_{i=1}^{n}x_{i}}{n}\right)^{a}\cdot\left(\frac{\sum_{i=1}^{n}x_{i}^{2}}{n}\right)^{b}\cdot\left(\frac{\sum_{i=1}^{n}x_{i}^{3}}{n}\right)^{c}\geq1.
\]
","$(a,b,c)=p(-2,1,0)+q(1,-2,1)$ for nonnegative $p, q$",Algebra,Inequality,Iran 2000
imo-bench-algebra-099,"Determine all functions $P$ from the positive integers to itself such that for any positive integers $n$ and $m$,
\[
    P(n) + P(m) + 2nm
\]
is a perfect square.
",$P(n)=(n+2a)^{2}-2a^{2}$ for some nonnegative integer $a$,Algebra,Functional Equation,Iran 2019
imo-bench-algebra-100,"Find number of triples $(x,y,z)$ of real numbers satisfying
\[
x^2 + y^2 + z^2 = xy^3 + yz^3 + zx^3 = 3.
\]
",8,Algebra,Inequality,Variation of Vasc's inequality
imo-bench-combinatorics-001,"In a prestigious mathematics conference, there are $m \ge 3$ brilliant mathematicians gathered from around the world. Every pair of mathematicians communicates in one of the $m$ official languages of the conference. Remarkably, for any three distinct official languages, there exist three mathematicians who converse with each other using these three languages. To ensure smooth communication, security guards are assigned to monitor each language to facilitate efficient conversations between attendees. However, due to budget constraints, the number of security guards should be equal to the number of mathematicians attending the conference. Despite the challenge, the organizers want to create a comfortable and accommodating environment for all participants. Denote by $m_1, \ldots, m_k$ all the possible values of $m$ that satisfy these conditions and less than or equal to 50. Evaluate $m_1 + \cdots + m_k$.",624,Combinatorics,Graph Theory,HKMO 2002
imo-bench-combinatorics-002,"Let $S$ be the set of positive integer n such that
i) 99 \leq n \leq 206
ii) you can divide the numbers 1, 2, ..., 2n into n pairs, such that the differences between the two numbers in each pair are exactly 1, 2, 3, ..., n.

Let $m, M$ be the smallest and the largest elements of $S$ respectively, find the value of $m + M$.",305,Combinatorics,Existence Combinatorics,Germany 2006
imo-bench-combinatorics-003,"Consider a circular arrangement of 2n+1 identical coins, where n is a positive integer. Initially, all coins are facing heads up. A sequence of 2n+1 flips is performed in a clockwise manner: one coin is flipped, the next coin is skipped, the next coin is flipped, the next two coins are skipped, the next coin is flipped, the next three coins are skipped, and so on. This pattern continues until finally, 2n coins are skipped, and the next coin is flipped.  What is the total number of coins facing heads down after completing this procedure?",1,Combinatorics,Operations,Tournament of Towns 2019
imo-bench-combinatorics-004,"A player removes at least $95$ numbers from the set $\{1, 2, \ldots, 191}$ according to the following rules:
(i) If $x$ is removed, so is $2x$;
(ii) If $x$ and $y$ are removed, then $x + y$ is also removed.
What is the maximum value of the sum of the remaining numbers?",9216,Combinatorics,Extremal Combinatorics,Vietnam Mathematical Olympiad 1990
imo-bench-combinatorics-005," Determine the number of natural numbers $n$ that that has at most 16 digits satisfying the following conditions:
i) $3|n.$
ii) The digits of $n$ in decimal representation are in the set $\{2,0,1,8\}$.",1431655764,Combinatorics,Enumerative Combinatorics,Vietnam Mathematical Olympiad 2015
imo-bench-combinatorics-006,"In the vibrant nation of South Korea, there are $57$ bustling cities interconnected by a network of two-way airways. Each pair of cities is linked by exactly one direct airway. Recognizing the potential for growth and competition, the government has decided to license several airlines to operate within this intricate air transportation system. To ensure fair competition and accessibility for all citizens, the government has established specific licensing conditions:

i) Each airway must be exclusively licensed to one airline.
ii) Regardless of the chosen airline, it must be possible to travel from any city to any other city using only the flights operated by that airline.

With these conditions in mind, what is the maximum number of airlines that the government can license while still satisfying all the requirements?",28,Combinatorics,Graph Theory,Vietnam TST 2019
imo-bench-combinatorics-007,"There are 345 students participating in the National Olympiad. The organizer needs to divide the students into $n$ classes so that each student is in one class. Each student knows exactly 9 other students. (If student A knows student B, then student B does not necessarily know student A.) Find the smallest $n$ such that it is always possible to arrange the classes so that no student knows another student in his or her class to avoid cheating.",19,Combinatorics,Graph Theory,USA TST 2001
imo-bench-combinatorics-008,"For a positive integer $m$, let $S_{m}= \{ 1,2,\ldots, 25m\}$. Suppose that there exists a $50$-element set $T$ such that
(a) each element of $T$ is an $m$-element subset of $S_{m}$;
(b) each pair of elements of $T$ shares at most one common element;
(c) each element of $S_{m}$ is contained in exactly two elements of $T$.
Let $P$ be a set of $50$ random integers.
Suppose we define a function $f(x)=x^2+2x+1$.
Determine the maximum possible value of $m$.",49,Combinatorics,Extremal Combinatorics,USA TST 2005
imo-bench-combinatorics-009,"$456$ people participate in the Squid Game. Some pairs of participants are mutual friends, while others are not. Additionally, there is a mysterious object called ""X"" that is present at the party.  What is the maximum possible number of the pairs for which the two are not friends but have a common friend among the participants?",103285,Combinatorics,Extremal Combinatorics,APMO 2010
imo-bench-combinatorics-010," Two players, Boris and Natasha, play the following game on an infinite grid of unit squares, all initially colored white. The players take turns starting with Boris. On Boris's turn, Boris selects one white unit square and colors it blue. On Natasha's turn, Natasha selects two white unit squares and colors them red. The players alternate until Boris decides to end the game. At this point, Boris gets a score, given by the largest possible area of simple polygon containing only blue unit squares. What is the largest score Boris can guarantee?",4,Combinatorics,Game Theory,USAJMO 2023
imo-bench-combinatorics-011,"A soccer player named Ronaldo stands on a point on a circle with circumference $1$. Given an infinite sequence of positive real numbers $c_1, c_2, c_3, \dots$, Ronaldo successively runs distances $c_1, c_2, c_3, \dots$ around the circle, each time choosing to runs either clockwise or counterclockwise.

Determine the largest constant $C > 0$ with the following property: for every sequence of positive real numbers $c_1, c_2, c_3, \dots$ with $c_i < C$ for all $i$, Ronaldo can (after studying the sequence) ensure that there is some point on the circle that it will never visit or run across.",0.5,Combinatorics,Operations,EGMO 2023
imo-bench-combinatorics-012,"A domino is a $2 \times 1$ or $1 \times  2$ tile.  A mysterious puzzle involves placing exactly $k^2$ dominoes on a $2k \times  2k$ chessboard without overlapping. The placement must satisfy a peculiar condition: every $2 \times  2$ square on the board contains at least two uncovered unit squares that lie in the same row or column. Additionally, there are some strange symbols engraved on the board that seem to have no connection to the puzzle.  Determine in how many ways the dominoes can be placed according to these rules.",$\binom{2k}{k}^2$,Combinatorics,Enumerative Combinatorics,EGMO 2015
imo-bench-combinatorics-013,"There are 42 students participating in the Team Selection Test, each of them is assigned a positive integer from $1$ to $42$ such that no two students have the same number and every number from $1$ to $42$ is assigned to a student. The team leader want to select a subset of these students such that there are no two students that have numbers whose difference is $1$ or $21$. For example, the team leader can pick the set $\{1, 3, 6, 25, 28, 34, 42\}$ but not $\{1, 2, 4, 6, 24\}$ or $\{1, 3, 24, 26, 28\}$.

How many ways can the team leader pick such a subset?",120526555,Combinatorics,Enumerative Combinatorics,Vietnam Mathematical Olympiad 2009
imo-bench-combinatorics-014,"In a board of $125 \times 125$ grids, we pick $k$ unit squares such that every picked square shares vertices with at most $1$ other picked square. Some squares are colored red and some squares are colored blue, where red squares and blue squares satisfy the following condition: any two squares of the same color do not share a side or a vertex. Determine the maximum of $k$.",5292,Combinatorics,Extremal Combinatorics,Vietnam TST 2021
imo-bench-combinatorics-015,"The $30$ edges of a regular icosahedron are distinguished by labeling them $1,2,\dots,30.$  Hoang, a Vietnamese student, is tasked with painting each edge red, white, or blue. However, there's a special condition: each of the 20 triangular faces of the icosahedron must have two edges of the same color and a third edge of a different color. Additionally, there are 20 small balls inside the icosahedron, each with a different distinct number written on them. How many different ways are there to paint the edges to satisfy the given condition?",$12^{10}$,Combinatorics,Enumerative Combinatorics,Putnam 2017
imo-bench-combinatorics-016,"Suppose $X$ is a set with $|X| = 56$. In a Chinese mathematics competition, students are given 15 subsets of $X$.  Find the minimum value of $n$, so that if the cardinality of the union of any 7 of these subsets is greater or equal to $n$, then there exists 3 of them whose intersection is nonempty.",41,Combinatorics,Extremal Combinatorics,China 2006
imo-bench-combinatorics-017,"Let $A_1 A_2 \cdots A_{101}$ be a regular $101$ polygon. Denote by $P$ the set of its vertices.  Additionally, let $Q$ be a set of $200$ random points in the plane, none of which are collinear. Find the number of convex pentagons whose vertices belong to $P$ and have exactly two acute angles.",48500200,Combinatorics,Enumerative Combinatorics,China 2009
imo-bench-combinatorics-018,"Find the smallest positive integer $k$ such that, for any subset $A$ of $S=\{1,2,\ldots,2024\}$ with $|A|=k$, there exist three elements $x,y,z$ in $A$ such that $x=a+b$, $y=b+c$, $z=c+a$, where $a,b,c$ are in $S$ and are distinct integers. Additionally, there exists a set $B$ such that $B$ is a subset of $S$ and $|B|=10$.",1014,Combinatorics,Additive Combinatorics,China 2012
imo-bench-combinatorics-019," We arrange the numbers in ${\{1,2,\ldots ,49} \}$ as a $7 \times 7$ matrix $A = ( a_{ij} )$. Next we can select any row or column and add $1$ to every number in it, or subtract $1$ from every number in it. We call the arrangement good if we can change every number of the matrix to $0$ in a finite number of such moves. How many good arrangements are there?
",50803200,Combinatorics,Enumerative Combinatorics,China 2012
imo-bench-combinatorics-020,"Suppose there are $40$ professional baseball teams participating in a tournament. In each round of the game, we will divide the $40$ teams into $20$ pairs, and each pair plays the game at the same time. After the tournament, it is known that every two teams have played at most one game. Find the smallest positive integer $a$, so that we can arrange a schedule satisfying the above conditions, and if we take one more round, there is always a pair of teams who have played in the game.",21,Combinatorics,Graph Theory,Vietnam TST 2020
imo-bench-combinatorics-021,"Let $A$ be a set containing $2000$ distinct integers and $B$ be a set containing $2016$ distinct integers. Let $C$ be a set containing $2020$ distinct integers. $K$ is the number of pairs $(m,n)$ satisfying\[ \begin{cases} m\in A, n\in B\\ |m-n|\leq 1000 \end{cases} \] Find the maximum value of $K$.",3016944,Combinatorics,Extremal Combinatorics,Vietnam TST 2016
imo-bench-combinatorics-022," Consider a regular hexagon with side length $100$ that is divided into equilateral triangles with side length $1$ by lines parallel to its sides. Find the number of regular hexagons all of whose vertices are among the vertices of those equilateral triangles.
",25502500,Combinatorics,Enumerative Combinatorics,Balkan MO 2014
imo-bench-combinatorics-023,"At a university dinner, there are 2017 mathematicians who each order two distinct entrées, with no two mathematicians ordering the same pair of entrées. The price of each dish varies depending on the popularity of the dish. The cost of each entrée is equal to the number of mathematicians who ordered it, and the university pays for each mathematician's less expensive entrée (ties broken arbitrarily). Over all possible sets of orders, what is the maximum total amount the university could have paid?",127009,Combinatorics,Graph Theory,USA TST 2017
imo-bench-combinatorics-024,"Let $S$ denote the set of all permutations of the numbers $1,2,\dots,2024.$ For $\pi\in S,$ let $\sigma(\pi)=1$ if $\pi$ is an even permutation and $\sigma(\pi)=-1$ if $\pi$ is an odd permutation. Also, let $v(\pi)$ denote the number of fixed points of $\pi.$  Let $f(x)$ be an arbitrary polynomial such that $f(0)=1$. Compute the sum
\[ \sum_{\pi\in S}\frac{\sigma(\pi)}{v(\pi)+1}.  \]",$-\frac{2024}{2025}$,Combinatorics,Enumerative Combinatorics,Putnam 2005
imo-bench-combinatorics-025,"Alice and Bob play a game on a board consisting of one row of 2020 consecutive squares. They take turns placing tiles that cover two adjacent squares, with Alice going first. By rule, a tile must not cover a square that is already covered by another tile. The game ends when no tile can be placed according to this rule. Alice's goal is to maximize the number of uncovered squares when the game ends; Bob's goal is to minimize it. What is the greatest number of uncovered squares that Alice can ensure at the end of the game, no matter how Bob plays?",290,Combinatorics,Game Theory,Putnam 2022
imo-bench-combinatorics-026,"Let $S = \left\{ 1,2,\dots,25 \right\}$. Each of the $2^{25}$ subsets of $S$ is to be colored blue or green. (The subset itself is assigned a color and not its individual elements.) For any set $T \subseteq S$, we then write $f(T)$ for the number of subsets of $T$ that are blue.

Determine the number of colorings that satisfy the following condition: for any subsets $T_1$ and $T_2$ of $S$,\[ f(T_1)f(T_2) = f(T_1 \cup T_2)f(T_1 \cap T_2). \]",847288609444,Combinatorics,Enumerative Combinatorics,USA 2015
imo-bench-combinatorics-027,"Two rational numbers \(\tfrac{m}{n}\) and \(\tfrac{n}{m}\) are written on a blackboard, where \(m\) and \(n\) are relatively prime positive integers.  At any point, Lin may pick two of the numbers \(x\) and \(y\) written on the board and write either their arithmetic mean \(\tfrac{x+y}{2}\) or their harmonic mean \(\tfrac{2xy}{x+y}\) on the board as well. For a pair \((m,n)\) such that Lin can write 1 on the board in finitely many steps, find the largest value of $m+n$ knowing that $m+n < 3000$.",2048,Combinatorics,Operations,USA 2019
imo-bench-combinatorics-028,"Several positive integers are written on a chalkboard in a row from left to right. A transformation is performed as follows: For every pair of consecutive integers on the chalkboard, the sum of those two numbers is written between them.  After 2013 such transformations, how many times does the number 2013 appear on the chalkboard if the initial numbers written on the chalkboard are 1, 2, 3, ..., 1000?",1198,Combinatorics,Operations,Vietnam Mathematical Olympiad 2013
imo-bench-combinatorics-029,"We call a rectangle of the size $1 \times 2$ a domino. Rectangle of the $2 \times 3$ removing two opposite (under center of rectangle) corners we call S-tetramino. These figures can be rotated. A rectangle of the size $2 \times 4$ removing two opposite (under center of rectangle) corners we call L-hexamino. These figures can be rotated.

It requires to tile rectangle of size $1008  \times 1010$ by using dominoes and S-tetraminoes. What is the minimal number of dominoes should be used?",506,Combinatorics,Tiling,Vietnam TST 2010
imo-bench-combinatorics-030,"A cube with size $18 \times 18 \times 18$ consists of $5832$ unit cubes, all colored white. Anton and Berta play a game on this cube. Anton chooses some pillars with size $1\times 1\times 18$ such that no two pillars share a vertex or side, and turns all chosen unit cubes to black. Berta is allowed to choose some unit cubes and ask Anton their colors. In addition, Anton also tells Berta that he painted at least two pillars. How many unit cubes, at least, that Berta need to choose so that for any answer from Anton, Berta can always determine the black unit cubes?",486,Combinatorics,Extremal Combinatorics,Vietnam TST 2013
imo-bench-combinatorics-031,"Let $\gamma \geq 1$ be a real number. Sun Wukong and the Sea God play a turn-based game on an infinite grid of unit squares. Before the game starts, the Sea God chooses a finite number of cells to be flooded with seawater. Sun Wukong is building a magical barrier, which is a subset of unit edges of the grid (called walls) forming a connected, non-self-intersecting path or loop.  Additionally, there is a magical artifact that randomly generates a finite number of extra walls on the grid, with no specific pattern or distribution.

The game then begins with Sun Wukong moving first. On each of Sun Wukong's turns, he adds one or more walls to the magical barrier, as long as the total length of the barrier is at most $\gamma n$ after his $n$th turn. On each of the Sea God's turns, every cell which is adjacent to an already flooded cell and with no wall between them becomes flooded as well. Sun Wukong wins if the magical barrier forms a closed loop such that all flooded cells are contained in the interior of the loop — hence stopping the flood and saving the world. What is the largest constant $C$ such that for all $\gamma > C$ can Sun Wukong guarantee victory in a finite number of turns no matter how the Sea God chooses the initial cells to flood?",2,Combinatorics,Game Theory,USA TST 2020
imo-bench-combinatorics-032,"A classroom contains 68 pairs of nonzero integers. Suppose that for each positive integer $k$ at most one of the pairs $(k, k)$ and $(-k, -k)$ is written on the classroom board.  A student erases some of the 136 integers, subject to the condition that no two erased integers may add to 0. The student then scores one point for each of the 68 pairs in which at least one integer is erased. Additionally, the classroom has another broken whiteboard, and some integers might be invisible. Determine, with proof, the largest number $N$ of points that the student can guarantee to score regardless of which 68 pairs have been written on the board.",43,Combinatorics,Extremal Combinatorics,USAMO 2010
imo-bench-combinatorics-033,"Let $n \geq 2$ be an integer. An $n \times n$ board is initially empty. Each minute, you may perform one of four moves:
If there is an L-shaped tromino region of three cells without stones on the board (see figure; rotations not allowed), you may place a stone in each of those cells.
If all cells in a column have a stone, you may remove all stones from that column.
If all cells in a row have a stone, you may remove all stones from that row.

Find the largest positive integer $n \leq 500$ such that it is possible that, after some non-zero number of moves, the board has no stones.",498,Combinatorics,Operations,USAMO 2021
imo-bench-combinatorics-034,"Let $a, b, c$ be positive integers. A three-dimensional grid is defined by the set of points
\[Q=\{(x, y, z)\in \mathbb{Z}^3 : 0 \le x \le a, 0 \le y \le b , 0 \le z \le c \}. \]

Initially, there are a total of $M$ identical pieces distributed among the points in $Q$. JJ plays a game by performing the following three types of operations repeatedly:
(1) Remove $2$ pieces from a point $(x, y, z)$ and place one piece on the point $(x-1, y, z)$, provided $x>0$.
(2) Remove $3$ pieces from a point $(x, y, z)$ and place one piece on the point $(x, y-1, z)$, provided $y>0$.
(3) Remove $5$ pieces from a point $(x, y, z)$ and place one piece on the point $(x, y, z-1)$, provided $z>0$.

Find the smallest positive integer $M$ such that, regardless of the initial distribution of the pieces, one can always perform a sequence of operations to place at least one piece on the point $(0,0,0)$.",$2^a 3^b 5^c$,Combinatorics,Operations,China TST 2022
imo-bench-combinatorics-035,"Let $S$ be a subset of $2012$ points on the plane with these conditions:

$i)$ There does not exist $2012$ lines in the plane such that every element of $S$ lies on at least one of them. Additionally, there does not exist any circle passing through every element of $S$.

$ii)$ for all $X \in S$ there exists $2012$ lines in the plane such that every element of $S - \{X\}$ lies on at least one of them.

Find the maximum possible value of $\mid S\mid$.",2027091,Combinatorics,Combinatorial Geometry,Iran TST 2012
imo-bench-combinatorics-036,"Let $P$ be a regular $199$-gon. Assign integers between $1$ and $199$ to the vertices of $P$ such that each integer appears exactly once (If two assignments coincide under rotation, treat them as the same). An operation is a swap of the integers assigned to a pair of adjacent vertices of $P$. Find the smallest integer $n$ such that one can achieve every other assignment from a given one with no more than $n$ operations.",9801,Combinatorics,Operations,China MO 2024
imo-bench-combinatorics-037,"Lê Bá Khánh Trình is a famous Vietnamese IMO contestant who won Vietnam's only Special Prize. He enjoys solving mathematics problems and dancing. As the IMO is coming soon, he is studying the following mathematical problem:

A subset $S$ of $\{0, 1, 2, \ldots \}$ is called Bachata if $0 \in S$ and for each element $n \in S,$ the integers $n + 11$ and $n + 20$ belong to $S.$

Please determine the number of Bachata subsets of $\{0, 1, 2, \ldots \}.$
",2731365,Combinatorics,Extremal Combinatorics,IMO Shortlist 2000
imo-bench-combinatorics-038,"Let $A = (a_1, a_2, \ldots, a_{2025})$ be a sequence of positive integers. Let $m$ be the number of 3-element subsequences $(a_i,a_j,a_k)$ with $1 \leq i < j < k \leq 2025$, such that $a_j = a_i + 1$ and $a_k = a_j + 1$. Let $n$ be the number of 4-element subsequences $(a_i,a_j,a_k, a_l)$ with $1 \leq i < j < k < l \leq 2025$, such that $a_j = a_i + 1$, $a_k = a_j + 1$ and $a_l = a_k+1$. Considering all such sequences $A$, find the greatest value of $m$.",307546875,Combinatorics,Extremal Combinatorics,IMO Shortlist 2001
imo-bench-combinatorics-039,"The unit squares of an $2025 \times 2025$ chessboard are coloured alternately black and white, with the four corners coloured black. An L-tromino is a shape consisting of three unit squares connected in the shape of the letter L. A mysterious alien spaceship has landed on Earth and the aliens have brought with them a variety of L-trominos of various sizes and orientations. Is it possible to cover all the black squares with non-overlapping L-trominos? If it is possible, what is the minimum number of L-trominos needed?",1026169,Combinatorics,Tiling,IMO Shortlist 2002
